"('43695300f964a5208c291fe3', '4bcca12bb6c49c7422169491')"
"('43695300f964a5208c291fe3', '49b7ed6df964a52030531fe3')"
"('43695300f964a5208c291fe3', '41102700f964a520d60b1fe3')"
"('43695300f964a5208c291fe3', '40b68100f964a5207d001fe3')"
"('43695300f964a5208c291fe3', '3fd66200f964a520d7f11ee3')"
"('4bcca12bb6c49c7422169491', '50b6ed46e4b0a40f1ec2ab32')"
"('4bcca12bb6c49c7422169491', '43695300f964a5208c291fe3')"
"('4bcca12bb6c49c7422169491', '41102700f964a520d60b1fe3')"
"('4bcca12bb6c49c7422169491', '49b7ed6df964a52030531fe3')"
"('4bcca12bb6c49c7422169491', '3fd66200f964a520d7f11ee3')"
"('49b7ed6df964a52030531fe3', '4a065273f964a520ec721fe3')"
"('49b7ed6df964a52030531fe3', '428a8580f964a52083231fe3')"
"('49b7ed6df964a52030531fe3', '49b79f54f964a5202c531fe3')"
"('49b7ed6df964a52030531fe3', '3fd66200f964a520d7f11ee3')"
"('49b7ed6df964a52030531fe3', '4c90333a6fbf224b93fa518f')"
"('41102700f964a520d60b1fe3', '49b7ed6df964a52030531fe3')"
"('41102700f964a520d60b1fe3', '49e36914f964a5207b621fe3')"
"('41102700f964a520d60b1fe3', '43695300f964a5208c291fe3')"
"('41102700f964a520d60b1fe3', '3fd66200f964a520d7f11ee3')"
"('41102700f964a520d60b1fe3', '4ae6363ef964a520aba521e3')"
"('40b68100f964a5207d001fe3', '40e74880f964a520150a1fe3')"
"('40b68100f964a5207d001fe3', '4c5ef77bfff99c74eda954d3')"
"('40b68100f964a5207d001fe3', '3fd66200f964a520def11ee3')"
"('40b68100f964a5207d001fe3', '49c27575f964a520f1551fe3')"
"('40b68100f964a5207d001fe3', '40abf500f964a52035f31ee3')"
"('3fd66200f964a520d7f11ee3', '49b7ed6df964a52030531fe3')"
"('3fd66200f964a520d7f11ee3', '49b79f54f964a5202c531fe3')"
"('3fd66200f964a520d7f11ee3', '3fd66200f964a5207de91ee3')"
"('3fd66200f964a520d7f11ee3', '43695300f964a5208c291fe3')"
"('3fd66200f964a520d7f11ee3', '49ef71e3f964a520b8681fe3')"
"('50b6ed46e4b0a40f1ec2ab32', '41102700f964a520d60b1fe3')"
"('50b6ed46e4b0a40f1ec2ab32', '49b7ed6df964a52030531fe3')"
"('50b6ed46e4b0a40f1ec2ab32', '43695300f964a5208c291fe3')"
"('50b6ed46e4b0a40f1ec2ab32', '4bcca12bb6c49c7422169491')"
"('50b6ed46e4b0a40f1ec2ab32', '3fd66200f964a520d7f11ee3')"
"('4a065273f964a520ec721fe3', '49b7ed6df964a52030531fe3')"
"('4a065273f964a520ec721fe3', '4c90333a6fbf224b93fa518f')"
"('4a065273f964a520ec721fe3', '49b79f54f964a5202c531fe3')"
"('4a065273f964a520ec721fe3', '428a8580f964a52083231fe3')"
"('4a065273f964a520ec721fe3', '4b5f42a1f964a52094b029e3')"
"('428a8580f964a52083231fe3', '49b7ed6df964a52030531fe3')"
"('428a8580f964a52083231fe3', '4a065273f964a520ec721fe3')"
"('428a8580f964a52083231fe3', '4c90333a6fbf224b93fa518f')"
"('428a8580f964a52083231fe3', '43695300f964a5208c291fe3')"
"('428a8580f964a52083231fe3', '3fd66200f964a520d7f11ee3')"
"('49b79f54f964a5202c531fe3', '43a48f1bf964a520502c1fe3')"
"('49b79f54f964a5202c531fe3', '4a3d4aecf964a52012a21fe3')"
"('49b79f54f964a5202c531fe3', '4c2258d69085d13ab22f86cc')"
"('49b79f54f964a5202c531fe3', '49b7ed6df964a52030531fe3')"
"('49b79f54f964a5202c531fe3', '4161e400f964a520721d1fe3')"
"('4c90333a6fbf224b93fa518f', '4a065273f964a520ec721fe3')"
"('4c90333a6fbf224b93fa518f', '49b7ed6df964a52030531fe3')"
"('4c90333a6fbf224b93fa518f', '4bff9551369476b029fc8d1f')"
"('4c90333a6fbf224b93fa518f', '49b79f54f964a5202c531fe3')"
"('4c90333a6fbf224b93fa518f', '428a8580f964a52083231fe3')"
"('49e36914f964a5207b621fe3', '41102700f964a520d60b1fe3')"
"('49e36914f964a5207b621fe3', '49b7ed6df964a52030531fe3')"
"('49e36914f964a5207b621fe3', '43695300f964a5208c291fe3')"
"('49e36914f964a5207b621fe3', '3fd66200f964a520d7f11ee3')"
"('49e36914f964a5207b621fe3', '4e895343d5fbe29bfafc851c')"
"('4ae6363ef964a520aba521e3', '41102700f964a520d60b1fe3')"
"('4ae6363ef964a520aba521e3', '49b7ed6df964a52030531fe3')"
"('4ae6363ef964a520aba521e3', '42756d80f964a5207d211fe3')"
"('4ae6363ef964a520aba521e3', '43695300f964a5208c291fe3')"
"('4ae6363ef964a520aba521e3', '4e8c7d54e5fa774802eb9515')"
"('40e74880f964a520150a1fe3', '40b68100f964a5207d001fe3')"
"('40e74880f964a520150a1fe3', '4c5ef77bfff99c74eda954d3')"
"('40e74880f964a520150a1fe3', '4da9e6adfc607fc998b7d3d6')"
"('40e74880f964a520150a1fe3', '49b7ed6df964a52030531fe3')"
"('40e74880f964a520150a1fe3', '40f1d480f964a5206a0a1fe3')"
"('4c5ef77bfff99c74eda954d3', '4da9e6adfc607fc998b7d3d6')"
"('4c5ef77bfff99c74eda954d3', '40b68100f964a5207d001fe3')"
"('4c5ef77bfff99c74eda954d3', '40e74880f964a520150a1fe3')"
"('4c5ef77bfff99c74eda954d3', '4c7ee13301df37044eaee4ac')"
"('4c5ef77bfff99c74eda954d3', '4e72a19945dd1ac617629a71')"
"('3fd66200f964a520def11ee3', '43fe1ba4f964a520f82f1fe3')"
"('3fd66200f964a520def11ee3', '43bba61df964a520eb2c1fe3')"
"('3fd66200f964a520def11ee3', '40abf500f964a52035f31ee3')"
"('3fd66200f964a520def11ee3', '4a8cc1d4f964a520130f20e3')"
"('3fd66200f964a520def11ee3', '49c27575f964a520f1551fe3')"
"('49c27575f964a520f1551fe3', '3fd66200f964a520def11ee3')"
"('49c27575f964a520f1551fe3', '43bba61df964a520eb2c1fe3')"
"('49c27575f964a520f1551fe3', '43fe1ba4f964a520f82f1fe3')"
"('49c27575f964a520f1551fe3', '4a8cc1d4f964a520130f20e3')"
"('49c27575f964a520f1551fe3', '40abf500f964a52035f31ee3')"
"('40abf500f964a52035f31ee3', '3fd66200f964a520def11ee3')"
"('40abf500f964a52035f31ee3', '4caf3aa3b4b0a35db3273fce')"
"('40abf500f964a52035f31ee3', '44dc96e4f964a520b0361fe3')"
"('40abf500f964a52035f31ee3', '4af281eaf964a520d2e721e3')"
"('40abf500f964a52035f31ee3', '40f1d480f964a5206a0a1fe3')"
"('3fd66200f964a5207de91ee3', '3fd66200f964a520d7f11ee3')"
"('3fd66200f964a5207de91ee3', '49b7ed6df964a52030531fe3')"
"('3fd66200f964a5207de91ee3', '4249ec00f964a52093201fe3')"
"('3fd66200f964a5207de91ee3', '3fd66200f964a52095e71ee3')"
"('3fd66200f964a5207de91ee3', '4a525e9df964a52094b11fe3')"
"('49ef71e3f964a520b8681fe3', '3fd66200f964a520d7f11ee3')"
"('49ef71e3f964a520b8681fe3', '49ef727af964a520b9681fe3')"
"('49ef71e3f964a520b8681fe3', '49b7ed6df964a52030531fe3')"
"('49ef71e3f964a520b8681fe3', '43a48db8f964a5204d2c1fe3')"
"('49ef71e3f964a520b8681fe3', '4ca6503c14c337049467be3b')"
"('4b5f42a1f964a52094b029e3', '49b7ed6df964a52030531fe3')"
"('4b5f42a1f964a52094b029e3', '4a065273f964a520ec721fe3')"
"('4b5f42a1f964a52094b029e3', '49b79f54f964a5202c531fe3')"
"('4b5f42a1f964a52094b029e3', '4c90333a6fbf224b93fa518f')"
"('4b5f42a1f964a52094b029e3', '447bf8f1f964a520ec331fe3')"